Order_ID,Order_Date,Customer_ID,Customer_Name,City,Region,Product,Category,Quantity,Unit_Price,Total_Sales,Payment_Method,Order_Status
ORD1439,4/12/2026,CUST612,Robert Garcia,West Markmouth,North,Mobile,Electronics,3,62842,188526,Debit Card,Cancelled
ORD1440,2/23/2026,CUST310,Elizabeth Smith,Heathershire,North,Smartwatch,Electronics,1,11627,11627,Debit Card,Returned
ORD1441,8/21/2025,CUST896,Thomas Hurley,Patriciabury,South,Printer,Electronics,1,22357,22357,Net Banking,Cancelled
ORD1442,6/1/2025,CUST346,Douglas Turner,North Adamborough,North,Laptop,Electronics,4,73364,293456,Cash,Completed
ORD1443,10/5/2025,CUST485,Alicia Silva,Thompsonmouth,West,Smartwatch,Electronics,5,37704,188520,UPI,Returned
ORD1444,5/23/2025,CUST982,Samantha Calhoun,Johnburgh,East,Camera,Electronics,2,26611,53222,Credit Card,Cancelled
ORD1445,12/3/2025,CUST588,Jason Chapman,North Yvonne,East,Printer,Electronics,2,22138,44276,Debit Card,Returned
ORD1446,11/5/2025,CUST183,Steven Lyons,Gardnermouth,West,Printer,Electronics,3,65609,196827,Credit Card,Returned
ORD1447,7/31/2025,CUST331,Kathy Mccoy,Jeffreymouth,West,Camera,Electronics,1,61128,61128,Credit Card,Returned
ORD1448,12/5/2025,CUST720,Michele Carter,Bergerhaven,East,Printer,Electronics,5,73993,369965,Debit Card,Cancelled
ORD1449,3/1/2026,CUST686,Erica Brown,Haleybury,East,Headphones,Electronics,1,48263,48263,Net Banking,Returned
ORD1450,11/30/2025,CUST377,Adam Stevenson,Mendozaton,West,Camera,Electronics,1,17938,17938,Net Banking,Completed
ORD1451,4/28/2026,CUST454,Christopher Schroeder,Meyershire,West,Camera,Electronics,1,21773,21773,Credit Card,Completed
ORD1452,8/13/2025,CUST573,Anna Morgan,Mcclainburgh,East,Laptop,Electronics,1,33831,33831,Net Banking,Returned
ORD1453,7/21/2025,CUST257,Katherine King,East Dillonview,South,Printer,Electronics,2,60614,121228,Credit Card,Completed
ORD1454,5/12/2025,CUST864,Robert Wallace,Phillipsside,East,Headphones,Electronics,4,55084,220336,Debit Card,Returned
ORD1455,9/4/2025,CUST205,Nancy Estrada,Landryville,East,Camera,Electronics,1,61042,61042,Credit Card,Returned
ORD1456,11/28/2025,CUST684,Stephen Browning,Charleschester,West,Tablet,Electronics,1,28838,28838,Cash,Cancelled
ORD1457,7/31/2025,CUST429,Joel Young,South Edwardbury,North,Camera,Electronics,5,41845,209225,UPI,Cancelled
ORD1458,11/24/2025,CUST758,Dana Cuevas,Michaelstad,West,Tablet,Electronics,2,11951,23902,Net Banking,Completed
ORD1459,4/25/2026,CUST227,Malik Williams,East Garyfurt,South,Camera,Electronics,1,38432,38432,Credit Card,Completed
ORD1460,11/26/2025,CUST987,Christine Cross,East Jessica,South,Laptop,Electronics,5,25026,125130,Cash,Returned
ORD1461,12/5/2025,CUST976,Hannah Flores,Port Michelle,West,Laptop,Electronics,5,62284,311420,Debit Card,Returned
ORD1462,1/9/2026,CUST621,Kimberly Carson,Michaelton,North,Printer,Electronics,4,14486,57944,Net Banking,Completed
ORD1463,5/6/2025,CUST457,Janet Weber,Erikaland,East,Printer,Electronics,4,39820,159280,Debit Card,Cancelled
ORD1464,7/20/2025,CUST394,Jacob Wilson,Theresafort,South,Mobile,Electronics,2,8412,16824,Net Banking,Returned
ORD1465,5/1/2025,CUST283,Thomas Oconnor,Thompsonmouth,North,Headphones,Electronics,3,5881,17643,UPI,Completed
ORD1466,12/2/2025,CUST310,Ronnie Rodriguez,Davenporthaven,South,Camera,Electronics,2,61678,123356,Debit Card,Cancelled
ORD1467,1/28/2026,CUST130,Matthew Jones MD,South Aaronport,West,Mobile,Electronics,3,66497,199491,Debit Card,Returned
ORD1468,2/22/2026,CUST178,Julie White,Alexanderville,North,Tablet,Electronics,3,41245,123735,Cash,Completed
ORD1469,1/28/2026,CUST777,Richard Young,Port Makaylamouth,East,Tablet,Electronics,3,50612,151836,Net Banking,Completed
ORD1470,6/17/2025,CUST204,Andrea Kennedy,West Juan,South,Headphones,Electronics,1,44975,44975,Debit Card,Returned
ORD1471,4/2/2026,CUST242,Dakota Hudson,North Ethanfurt,South,Laptop,Electronics,3,43609,130827,Credit Card,Returned
ORD1472,9/28/2025,CUST100,Timothy Davis,Georgeburgh,South,Printer,Electronics,4,53112,212448,Debit Card,Cancelled
ORD1473,10/6/2025,CUST496,Amy Peterson,Kathyshire,North,Tablet,Electronics,4,48384,193536,Debit Card,Returned
ORD1474,2/26/2026,CUST149,Alicia Warner DVM,Millerville,West,Tablet,Electronics,1,22445,22445,Credit Card,Completed
ORD1475,2/23/2026,CUST919,Ricky Cain,North Richard,East,Mobile,Electronics,5,15145,75725,Debit Card,Completed
ORD1476,3/31/2026,CUST294,Miss Laura Ross MD,North Ronald,West,Laptop,Electronics,5,55861,279305,Credit Card,Completed
ORD1477,7/26/2025,CUST584,Rebecca Reynolds,Davidview,North,Headphones,Electronics,5,4464,22320,Cash,Returned
ORD1478,9/9/2025,CUST642,Danielle Case,East Eric,West,Mobile,Electronics,1,24698,24698,UPI,Returned
ORD1479,10/6/2025,CUST338,James Decker,Daisyview,North,Mobile,Electronics,5,23986,119930,Credit Card,Returned
ORD1480,2/16/2026,CUST846,Michelle Green,Rachelport,East,Smartwatch,Electronics,3,17372,52116,Credit Card,Returned
ORD1481,6/6/2025,CUST353,Kristopher Nelson,Joannastad,North,Laptop,Electronics,5,75654,378270,UPI,Completed
ORD1482,8/2/2025,CUST914,Christina Jones,West Jody,South,Mobile,Electronics,3,58351,175053,UPI,Cancelled
ORD1483,12/7/2025,CUST660,Brittany Hernandez,Johnsonville,West,Camera,Electronics,2,47048,94096,Cash,Cancelled
ORD1484,1/15/2026,CUST986,Eric Flores,Lake Stuart,West,Smartwatch,Electronics,1,4913,4913,Net Banking,Cancelled
ORD1485,12/26/2025,CUST275,John Swanson,Rebeccashire,West,Printer,Electronics,3,13522,40566,UPI,Cancelled
ORD1486,10/14/2025,CUST891,Sheila Rodriguez,New Benjamin,East,Mobile,Electronics,4,35126,140504,UPI,Cancelled
ORD1487,8/12/2025,CUST688,Heather Mercado,East Susanmouth,East,Headphones,Electronics,4,34954,139816,Credit Card,Cancelled
ORD1488,2/25/2026,CUST519,Richard Jensen,Smithland,North,Laptop,Electronics,3,73648,220944,Credit Card,Completed
ORD1489,1/22/2026,CUST185,Ryan Taylor,Mendezfort,East,Tablet,Electronics,4,13595,54380,Credit Card,Cancelled
ORD1490,7/28/2025,CUST212,Cynthia Huff DDS,Justinstad,North,Mobile,Electronics,3,38958,116874,UPI,Returned
ORD1491,3/17/2026,CUST116,Suzanne Johnson,Tylerborough,North,Mobile,Electronics,2,52239,104478,Debit Card,Returned
ORD1492,2/1/2026,CUST176,Raymond Moore,Port Robert,North,Camera,Electronics,5,29340,146700,Cash,Returned
ORD1493,9/23/2025,CUST182,James Pineda,West Jessica,South,Printer,Electronics,2,57950,115900,Debit Card,Completed
ORD1494,11/28/2025,CUST307,Krystal Farrell,Rebeccaville,East,Mobile,Electronics,5,20221,101105,Net Banking,Completed
ORD1495,4/20/2026,CUST929,Robert Mcgee,Steveberg,North,Laptop,Electronics,1,5750,5750,Net Banking,Cancelled
ORD1496,2/3/2026,CUST744,Martin Potts,Jennytown,West,Smartwatch,Electronics,3,7865,23595,Net Banking,Returned
ORD1497,4/3/2026,CUST261,Valerie Lawson,Thompsonland,East,Tablet,Electronics,5,69921,349605,Credit Card,Returned
ORD1498,5/23/2025,CUST307,Brenda Duncan,Lake Ashleymouth,North,Printer,Electronics,1,38857,38857,Debit Card,Returned
ORD1499,4/10/2026,CUST571,Dr. Anthony Reyes DVM,Wongview,East,Mobile,Electronics,1,7041,7041,Debit Card,Returned
